student_id,student_name,division,course_code,course_name,faculty_id,faculty_name,faculty_email,class_date,is_present,classes_attended,total_classes,attendance_percentage,isa1_score,isa2_score,assignment_score,total_score,performance_status,last_updated
STU028,Student 28,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-11,True,25,30,83.33,20,4,7,31,Above Threshold,2024-12-03
STU028,Student 28,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-13,True,26,30,86.67,20,4,7,31,Above Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-04,True,1,30,3.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-06,True,2,30,6.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-11,True,3,30,10.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-13,True,4,30,13.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-18,True,5,30,16.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-20,True,6,30,20.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-25,True,7,30,23.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-27,True,8,30,26.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-02,True,9,30,30.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-04,True,10,30,33.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-09,True,11,30,36.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-11,True,12,30,40.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-16,True,13,30,43.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-18,True,14,30,46.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-23,True,15,30,50.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-25,True,16,30,53.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-30,True,17,30,56.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-01,True,18,30,60.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-06,True,19,30,63.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-08,False,19,30,63.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-13,True,20,30,66.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-15,False,20,30,66.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-20,True,21,30,70.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-22,True,22,30,73.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-27,True,23,30,76.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-11-29,True,24,30,80.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-12-04,True,25,30,83.33,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-12-06,True,26,30,86.67,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-12-11,True,27,30,90.0,4,8,4,16,Below Threshold,2024-12-03
STU029,Student 29,C,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-12-13,True,28,30,93.33,4,8,4,16,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-05,True,1,30,3.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-10,True,2,30,6.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-12,True,3,30,10.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-17,True,4,30,13.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-19,True,5,30,16.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-24,True,6,30,20.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-26,True,7,30,23.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-01,True,8,30,26.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-03,True,9,30,30.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-08,True,10,30,33.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-10,True,11,30,36.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-15,True,12,30,40.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-17,True,13,30,43.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-22,True,14,30,46.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-24,True,15,30,50.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-29,True,16,30,53.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-31,True,17,30,56.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-05,True,18,30,60.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-07,True,19,30,63.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-12,True,20,30,66.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-14,True,21,30,70.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-19,False,21,30,70.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-21,True,22,30,73.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-26,True,23,30,76.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-28,True,24,30,80.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-03,True,25,30,83.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-05,True,26,30,86.67,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-10,True,27,30,90.0,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-12,True,28,30,93.33,1,14,8,23,Below Threshold,2024-12-03
STU030,Student 30,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-17,True,29,30,96.67,1,14,8,23,Below Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-05,True,1,30,3.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-10,True,2,30,6.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-12,True,3,30,10.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-17,True,4,30,13.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-19,True,5,30,16.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-24,True,6,30,20.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-26,True,7,30,23.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-01,True,8,30,26.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-03,True,9,30,30.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-08,True,10,30,33.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-10,True,11,30,36.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-15,True,12,30,40.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-17,True,13,30,43.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-22,True,14,30,46.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-24,True,15,30,50.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-29,True,16,30,53.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-31,True,17,30,56.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-05,True,18,30,60.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-07,True,19,30,63.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-12,True,20,30,66.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-14,True,21,30,70.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-19,True,22,30,73.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-21,True,23,30,76.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-26,True,24,30,80.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-28,True,25,30,83.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-03,True,26,30,86.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-05,True,27,30,90.0,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-10,True,28,30,93.33,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-12,True,29,30,96.67,18,3,7,28,Above Threshold,2024-12-03
STU031,Student 31,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-17,False,29,30,96.67,18,3,7,28,Above Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-05,False,0,30,0.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-10,True,1,30,3.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-12,True,2,30,6.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-17,True,3,30,10.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-19,True,4,30,13.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-24,False,4,30,13.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-26,True,5,30,16.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-01,False,5,30,16.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-03,True,6,30,20.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-08,True,7,30,23.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-10,False,7,30,23.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-15,True,8,30,26.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-17,False,8,30,26.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-22,False,8,30,26.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-24,False,8,30,26.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-29,True,9,30,30.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-31,True,10,30,33.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-05,True,11,30,36.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-07,True,12,30,40.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-12,False,12,30,40.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-14,True,13,30,43.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-19,False,13,30,43.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-21,True,14,30,46.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-26,False,14,30,46.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-28,True,15,30,50.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-03,True,16,30,53.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-05,True,17,30,56.67,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-10,True,18,30,60.0,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-12,True,19,30,63.33,0,17,7,24,Below Threshold,2024-12-03
STU032,Student 32,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-17,True,20,30,66.67,0,17,7,24,Below Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-04,False,0,30,0.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-06,True,1,30,3.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-11,True,2,30,6.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-13,True,3,30,10.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-18,True,4,30,13.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-20,True,5,30,16.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-25,True,6,30,20.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-09-27,True,7,30,23.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-02,True,8,30,26.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-04,True,9,30,30.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-09,True,10,30,33.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-11,True,11,30,36.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-16,True,12,30,40.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-18,True,13,30,43.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-23,True,14,30,46.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-25,True,15,30,50.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-30,True,16,30,53.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-01,True,17,30,56.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-06,True,18,30,60.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-08,True,19,30,63.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-13,True,20,30,66.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-15,True,21,30,70.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-20,True,22,30,73.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-22,True,23,30,76.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-27,True,24,30,80.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-29,True,25,30,83.33,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-04,True,26,30,86.67,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-06,True,27,30,90.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-11,False,27,30,90.0,6,18,5,29,Above Threshold,2024-12-03
STU033,Student 33,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-13,True,28,30,93.33,6,18,5,29,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-05,True,1,30,3.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-10,True,2,30,6.67,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-12,True,3,30,10.0,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-17,True,4,30,13.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-19,True,5,30,16.67,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-24,True,6,30,20.0,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-09-26,True,7,30,23.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-01,True,8,30,26.67,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-03,True,9,30,30.0,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-08,True,10,30,33.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-10,True,11,30,36.67,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-15,True,12,30,40.0,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-17,True,13,30,43.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-22,True,14,30,46.67,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-24,True,15,30,50.0,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-29,True,16,30,53.33,20,2,4,26,Above Threshold,2024-12-03
STU034,Student 34,B,CS101,Introduction to Programming,F003,Dr. Williams,williams@university.edu,2024-10-31,True,17,30,56.67,20,2,4,26,Above Threshold,2024-12-03
